date,operating_system,currency,country_code,spend
2022-08-04,apple,usd,pL,2.2421252920165897
2022-08-04,android,usd,sa,0.7959575617927873
2022-08-04,apple,usd,it,0.37685411857935003
2022-08-04,apple,usd,co,2.706808697921079
2022-08-04,android,usd,mx,0.8629925258396552
2022-08-04,android,usd,ca,0.5696446877747173
2022-08-04,apple,usd,mx,3.9092222783431856
2022-08-04,apple,usd,jp,2.497824092846014
2022-08-04,android,usd,gb,0.46681265323956045
2022-08-04,android,usd,it,0.8878376027318191
2022-08-04,android,usd,jp,0.4416051695901343
2022-08-04,apple,usd,pL,2.771925636718998
2022-08-04,apple,usd,jp,0.49504878666706
2022-08-04,android,usd,in,0.035494006279004675
2022-08-04,apple,usd,de,1.5929805493348743
2022-08-04,android,usd,br,0.4102833708554331
2022-08-04,apple,usd,ca,3.1225102614028484
2022-08-04,apple,usd,jp,1.7259317426031235
2022-08-04,android,usd,gb,0.25420576311428866
2022-08-04,android,usd,in,0.8715640251436684
2022-08-04,apple,usd,br,1.2710288155714433
2022-08-04,apple,usd,ca,0.3755656877134794
2022-08-04,apple,usd,es,3.1528738939867242
2022-08-04,android,usd,es,0.19796307055841444
2022-08-04,android,usd,in,0.7760809766894353
2022-08-04,apple,usd,jp,0.791892507841257
2022-08-04,apple,usd,cl,0.8553071375505106
2022-08-04,apple,usd,jp,2.4379312216934164
2022-08-04,android,usd,cl,0.4327232665307359
2022-08-04,android,usd,pL,0.7171223483757467
2022-08-04,android,usd,mx,0.7604356035982289
2022-08-04,apple,usd,de,3.044957102902382
2022-08-04,android,usd,de,0.6643627138015624
2022-08-04,apple,usd,mx,1.3667791939967144
2022-08-04,android,usd,mx,0.1983654453575694
2022-08-04,android,usd,es,0.15199461610393694
2022-08-04,android,usd,ar,0.6105062170591189
2022-08-04,apple,usd,es,4.7342504414217
2022-08-04,apple,usd,ca,0.7116858834288614
2022-08-04,android,usd,it,0.19905188719298605
2022-08-04,android,usd,us,0.2161427861395787
2022-08-04,apple,usd,it,0.9952594359649303
2022-08-04,android,usd,gb,0.813500108806076
2022-08-04,android,usd,it,0.6753270161707717
2022-08-04,apple,usd,co,3.023633667593976
2022-08-04,apple,usd,de,2.1552235679335023
2022-08-04,apple,usd,es,0.42002833467342404
2022-08-04,android,usd,gb,0.922198568984465
2022-08-04,android,usd,ar,0.6955390208792224
2022-08-04,android,usd,jp,0.2640837789410645
2022-08-04,android,usd,it,0.301412516612217
2022-08-04,android,usd,cl,0.6607949179013112
2022-08-04,apple,usd,jp,1.809926121519783
2022-08-04,android,usd,cl,0.17557121847233037
2022-08-04,apple,usd,ca,0.8410446316876169
2022-08-04,android,usd,mx,0.16132389652158075
2022-08-04,android,usd,es,0.25130714936661236
2022-08-04,apple,usd,mx,1.6022840867338255
2022-08-04,apple,usd,pL,2.706011001566438
2022-08-04,android,usd,de,0.7670841315460808
2022-08-04,apple,usd,co,1.4380848880622148
2022-08-04,android,usd,us,0.1744598791046582
2022-08-04,android,usd,us,0.8851563703424836
2022-08-04,apple,usd,in,0.5572506060093585
2022-08-04,android,usd,br,0.8464040432949699
2022-08-04,apple,usd,co,2.264859244739977
2022-08-04,apple,usd,gb,2.907525465370813
2022-08-04,android,usd,cl,0.5725056084896493
2022-08-04,apple,usd,mx,4.8333413219187005
2022-08-04,android,usd,us,0.8391214765851897
2022-08-04,apple,usd,cl,3.64518058879234
2022-08-04,android,usd,br,0.6688089655926563
2022-08-04,apple,usd,in,2.284314483916246
2022-08-04,android,usd,de,0.8390670111366421
2022-08-04,apple,usd,mx,3.5682415266363847
2022-08-04,android,usd,mx,0.6364378107493498
2022-08-04,apple,usd,it,4.015781542519797
2022-08-04,apple,usd,in,0.5554328803109959
2022-08-04,apple,usd,ca,3.4333950675298954
2022-08-04,android,usd,de,0.7130907650775044
2022-08-04,android,usd,ar,0.802401690244823
2022-08-04,apple,usd,us,0.8546461054104776
2022-08-04,apple,usd,mx,1.751162600841338
2022-08-04,android,usd,gb,0.025339120973274842
2022-08-04,apple,usd,co,3.6166889531708586
2022-08-04,apple,usd,mx,2.169874360599909
2022-08-04,apple,usd,br,3.340576297431941
2022-08-04,android,usd,co,0.7233377906341717
2022-08-04,android,usd,mx,0.8924048883876562
2022-08-04,apple,usd,br,3.05377043455378
2022-08-04,apple,usd,pL,3.526198532878386
2022-08-04,android,usd,us,0.26067868533015925
2022-08-04,apple,usd,sa,1.5925136981068082
2022-08-04,android,usd,sa,0.2645248350918875
2022-08-04,apple,usd,jp,0.2556338392961488
2022-08-04,android,usd,pL,0.5399187465810205
2022-08-04,android,usd,pL,0.970849460105947
2022-08-04,android,usd,es,0.44306365307925444
2022-08-04,apple,usd,de,0.7509527727729925
2022-08-04,android,usd,us,0.20706863647344742
2022-08-04,android,usd,cl,0.12496473225186999
2022-08-04,android,usd,us,0.012010246379713818
2022-08-04,apple,usd,es,1.14429336079109
2022-08-04,apple,usd,us,4.655858704606998
2022-08-04,android,usd,us,0.2338943694058675
2022-08-04,apple,usd,br,3.5489171347484856
2022-08-04,apple,usd,co,0.08925049766211612
2022-08-04,apple,usd,cl,1.3516992186729448
2022-08-04,apple,usd,mx,2.7950747041024537
2022-08-04,android,usd,gb,0.12359783402642632
2022-08-04,android,usd,co,0.8287743527850543
2022-08-04,apple,usd,ar,0.13652716949266674
2022-08-04,android,usd,co,0.18087209148384742
2022-08-04,apple,usd,co,2.8264614176204095
2022-08-04,android,usd,br,0.22402365433627813
2022-08-04,android,usd,sa,0.13102715149802946
2022-08-04,apple,usd,gb,0.9811010419624855
2022-08-04,apple,usd,cl,2.6609876796379677
2022-08-04,apple,usd,sa,4.90543290922177
2022-08-04,apple,usd,gb,0.4435667890983336
2022-08-04,android,usd,de,0.39747807165687177
2022-08-04,apple,usd,cl,2.5025745868040876
2022-08-04,android,usd,sa,0.6822825684009189
2022-08-04,apple,usd,it,2.1957309227887993
2022-08-04,android,usd,de,0.7902937590971133
2022-08-04,android,usd,es,0.5005149173608175
2022-08-04,apple,usd,jp,2.966988649181908
2022-08-04,android,usd,es,0.5787785420664574
2022-08-04,apple,usd,sa,1.025602614777824
2022-08-04,android,usd,de,0.09077861199280046
2022-08-04,android,usd,br,0.7992118138680305
2022-08-04,android,usd,ca,0.32493546378371885
2022-08-04,android,usd,de,0.1565688354947533
2022-08-04,android,usd,es,0.9609188690657914
2022-08-04,apple,usd,sa,2.9093613557490117
2022-08-04,apple,usd,co,2.9258032389333293
2022-08-04,apple,usd,mx,2.339790327544
2022-08-04,android,usd,cl,0.8978813228766687
2022-08-04,android,usd,us,0.4022027846438486
2022-08-04,apple,usd,mx,0.15022574175401426
2022-08-04,android,usd,mx,0.2802973871176544
2022-08-04,apple,usd,gb,0.3637696037621285
2022-08-04,android,usd,in,0.20359298448167285
2022-08-04,apple,usd,gb,1.890327017539113
2022-08-04,android,usd,sa,0.07695183401695305
2022-08-04,apple,usd,co,4.883897573892756
2022-08-04,apple,usd,in,4.954548888019438
2022-08-04,apple,usd,mx,3.055242533255596
2022-08-04,android,usd,ar,0.5469229920266778
2022-08-04,apple,usd,de,1.9006886544295103
2022-08-04,apple,usd,ca,0.19809126698160595
2022-08-04,android,usd,de,0.6507172055207093
2022-08-04,android,usd,de,0.09319394161042616
2022-08-04,android,usd,ca,0.36469702648028257
2022-08-04,apple,usd,jp,1.4714720926230829
2022-08-04,android,usd,in,0.49816403982544866
2022-08-04,apple,usd,us,0.5892259850638687
2022-08-04,android,usd,cl,0.7037438092289248
2022-08-04,apple,usd,es,4.784147258135999
